Round,ActionClass,Setup,Metric,DeltaMetric,Rationale,Insight
90113,Incremental Tuning,incremental_v30007,0.6160,-0.0185,"The champion already captures the main physics features (top‑mass, W‑mass, pt scaling, ratio consistency and η acceptance). A tiny multiplicative tweak that rewards events where the top‑mass and W‑mass priors are simultaneously high can nudge the score just enough to improve efficiency without destabilising the existing balance.","In true top‑pair events the reconstructed three‑jet system should contain a W boson whose mass is close to 80.4 GeV *and* a top quark whose mass lies near 162 GeV (the analysis‑specific window). When both priors are high, the physics hypothesis is strongly supported. Adding a modest multiplicative boost proportional to the product of these priors gently favours such concordant configurations, improving signal efficiency while preserving background rejection."
91168,Cross-Component Attention Shift,cross_shift_20260422_a1,0.6072,-0.0273,"Shift attention across components to capture inter-component couplings, leveraging synergy that can improve overall efficiency.","In physics, cross-term interactions often dominate system behavior; redirecting model focus to these can uncover latent patterns and boost performance."
90114,Incremental Tuning,refine_v30007_synergy,0.0000,-0.6345,"A tiny multiplicative correction that rewards events where the dijet mass (best_w) and the average dijet‑mass ratio are simultaneously close to their expected signal values gives a modest boost to truly signal‑like configurations while leaving the bulk of the ranking unchanged. This is the classic Incremental Tuning approach: a small, smooth factor that fine‑tunes the existing score.","In the targeted decay topology the three dijet invariant-mass ratios cluster around 0.46 and the dijet mass closest to the W boson mass (~80.4 GeV) is a key discriminant. By modestly enhancing the score only when *both* conditions are met, we preferentially elevate genuine signal‑like configurations while leaving background‑dominated events essentially unchanged. The correction is deliberately small (≤3 %) to avoid over‑fitting and to preserve the robustness of the original scoring scheme."
91169,Incremental Tuning,inc_tune_20260422_001,0.6160,-0.0185,"A modest multiplicative correction will gently improve efficiency while preserving the current model stability, suitable for the incremental tuning approach.","In many physical systems a slight increase in coupling strength can raise performance, mirroring a fine‑adjustment of a Hamiltonian parameter to enhance predictive accuracy without destabilizing the system."
91170,Incremental Tuning,cumulative_v30006_inc_20260422_01,0.6160,-0.0185,"Incremental Tuning is selected because the current champion shows moderate efficiency (0.6345). Small, precise adjustments to hyperparameters can yield performance gains without destabilizing the architecture.","In many physical systems, fine‑tuning a control parameter (e.g., temperature or field strength) leads to a lower free energy configuration. Analogously, a modest reduction in learning‑rate scaling (exp(-0.05) ≈ 0.95) can bring the model closer to an optimal state, enhancing efficiency."
90116,Incremental Tuning,mass_spread_balance_v0,0.0000,-0.6345,Adds a tiny multiplicative correction that rewards triplets whose three dijet invariant masses are close together. This is a minimal tweak that preserves the original scoring hierarchy while gently biasing toward the more symmetric mass configurations expected from genuine resonant decays.,"In a true three‑body resonant decay the three dijet invariant masses tend to be kinematically correlated and not wildly disparate. A small exponential boost when the spread of the three pair masses (m_ab, m_ac, m_bc) is low preferentially selects such signal‑like configurations while leaving background discrimination largely unchanged."
91171,Cross-Component Attention Shift,cshift_20260422_01,0.6160,-0.0185,"Shifting focus from fine-grained parameter tweaks to rebalancing interactions between major model components leverages emergent physical constraints, offering a higher potential gain than incremental tuning.","Enforcing global conservation laws across subsystems reveals hidden symmetries, reduces redundant degrees of freedom, and thus improves overall efficiency."
91172,Cross-Component Attention Shift,physics_cross_component_shift_001,0.0000,-0.6345,"The current champion exhibits moderate efficiency; a cross-component attention shift can reveal hidden synergies between system modules, improving coupling and exploiting emergent collective behavior, which is unlikely to be captured by simple incremental tuning.","Physics insight: leveraging inter-component resonance and constructive interference can enhance overall energy transfer efficiency, akin to wave superposition effects that boost system performance."
90117,Incremental Tuning,inc_tune_v30007,0.0000,-0.6345,"A small multiplicative correction is added to the existing champion score. This keeps the overall structure intact while gently biasing toward events where the three dijet masses are mutually consistent, a classic incremental‑tuning approach that avoids drastic changes.","In true three‑body decays the three dijet combinations tend to be kinematically correlated, leading to a modestly smaller spread between the best W‑candidate mass and the other two dijet masses. Background events often produce an accidental W‑like pair while the remaining dijet masses are far off. A gentle penalty proportional to that spread (≤ 1.5 % effect) nudges the ranking toward more signal‑like configurations without over‑constraining the model."
91173,Cross-Component Attention Shift,cross_shift_20260422_001,0.6160,-0.0185,"Shift attention across components to capture emergent cross-talk not exploited by the current configuration, leveraging physical couplings to boost overall efficiency.","Physics insight: Introducing cross-component coupling aligns with energy transfer mechanisms in multi-physics systems, enabling a higher effective utilization of conserved quantities."
90118,Incremental Tuning,v30007,0.0000,-0.6345,The champion already combines several well‑motivated priors. A tiny multiplicative tweak that rewards events with a small spread among the three dijet invariant masses can improve signal purity while leaving the overall structure untouched. This qualifies as an incremental tuning rather than a radical redesign.,"In a genuine three‑body decay the three dijet invariant masses are expected to be similar, reflecting a common underlying kinematic scale. Background combinatorics often produce a broader spread. By giving a small (+up to 2 %) boost to events where the max‑min dijet mass difference is small, we subtly enhance signal‑like topologies without over‑penalising legitimate variations."
91174,Incremental Tuning,opt_step_20260422_01,0.6160,-0.0185,Incremental tuning is appropriate because the current champion's efficiency is already moderate; modest adjustments can extract further gains without destabilizing the model.,"A slight increase in the effective interaction strength (analogous to a small change in coupling constant) can push the system closer to the optimal configuration, improving efficiency while preserving stability."
90119,Within-Component Innovation,symmetry_factor_innovation_20260422,0.0000,-0.6345,The current champion uses a fairly rigid Gaussian priors on individual quantities but does not enforce internal consistency of the three dijet masses and the three momentum‑balance ratios. Adding symmetry‑based factors that reward low spread among these correlated observables is a pure innovation within the existing scoring component: it augments the score with new physics‑motivated features while keeping the overall architecture unchanged. This is therefore a Within‑Component Innovation.,"In a genuine hadronic W‑pair decay the three jet pairs originate from two W bosons and therefore share a common mass scale and similar momentum balance. This manifests as a small spread among the three dijet invariant masses and among the three momentum‑balance ratios. Background combinatorics or QCD multijet events typically produce one or more outlier masses or ratios. By introducing a mass‑symmetry factor and a ratio‑symmetry factor we explicitly reward the internal consistency expected of signal triplets, thereby sharpening the discrimination without altering the overall scoring framework."
91175,Cross-Component Attention Shift,cross_shift_20260422_001,0.6160,-0.0185,"Cross-Component Attention Shift is chosen to reallocate model focus between interacting physics subsystems, seeking emergent performance gains that incremental tweaks miss.","Physics insight: aligning energy conservation pathways with momentum transport mechanisms can reveal synergistic efficiencies, boosting the overall score beyond current levels."
90120,Cross-Component Attention Shift,cross_attention_shift_v1,0.0000,-0.6345,"We choose a Cross-Component Attention Shift because the current scoring uses a hard‑minimum on the three dijet masses and a simple arithmetic average for the ratio consistency. By introducing a lightweight attention mechanism that jointly evaluates the three dijet candidates, we let the model dynamically weight each pair according to its compatibility with the expected W‑boson mass and the targeted ratio. This moves the architecture from static rule‑based weighting to a context‑aware, data‑driven aggregation across components.","The three dijet masses and their corresponding mass‑ratio variables are not independent; they encode the same underlying resonance hypothesis. Detector resolution, final‑state radiation, or jet‑energy mis‑measurements can distort one of the candidates while the other two remain signal‑like. An attention‑based weighting lets the algorithm automatically focus on the most consistent pair on an event‑by‑event basis, preserving signal efficiency when one candidate is degraded and penalising background configurations that lack a coherent triplet structure. This physics‑driven, dynamic aggregation is expected to sharpen the discrimination between true W‑pair decays and combinatorial or QCD backgrounds."
91176,Incremental Tuning,inc_tune_20260422_01,0.6160,-0.0185,"The current champion shows moderate efficiency (0.6345). A cautious, fine-grained adjustment to existing parameters can improve performance without risking destabilization, making incremental tuning the most suitable approach.","Physics insight: slight refinement of coupling coefficients, guided by scaling relations, can proportionally enhance energy transfer efficiency while preserving the system's underlying dynamics."
90121,Cross-Component Attention Shift,cross_attn_shift_20260422_001,0.0000,-0.6345,"The current scoring multiplies independent priors for mass, ratios, and kinematics, which discards the rich correlations among the three dijet pairs in a physical triplet. By treating the three pairs as interacting components of a small graph and applying an attention mechanism, the model can dynamically re‑weight each pair based on the global context, thereby capturing the coherent kinematic pattern expected from resonant decays while suppressing combinatorial background.","Signal triplets from resonant decays (e.g., W\u2192qq') exhibit coherent patterns: the dijet pair closest to the W mass also tends to have a ratio of kinematic variables consistent with the decay topology. The existing multiplicative model treats each pair in isolation and cannot exploit these inter‑pair correlations. By casting the triplet as a three‑node graph and applying a scaled‑dot‑product attention over the pairwise (mass, ratio) features, the algorithm learns to amplify configurations where the entire set of observables jointly matches the signal hypothesis, while attenuating background configurations with mismatched kinematics. This physics‑motivated cross‑component attention shift is expected to raise selection efficiency beyond what incremental tuning of Gaussian priors can achieve."
91177,Incremental Tuning,inc_opt_20260422_A,0.6160,-0.0185,"A modest increase in the regularization coefficient is expected to fine-tune the model's balance between bias and variance, yielding a slight boost in efficiency.","In physical simulations, small adjustments to coupling strengths or damping terms can reduce numerical artifacts, moving the system closer to an optimal configuration."
91178,Incremental Tuning,opt_step_20260422_001,0.6072,-0.0273,"A modest adjustment using a bounded tanh scaling factor provides a safe, controlled improvement to the existing champion's performance, which aligns with the incremental tuning strategy.","In many physical processes, incremental gains tend to saturate, a behavior captured by the tanh function. Applying this insight yields a physically plausible correction that modestly lifts the efficiency without risking instability."
90122,Incremental Tuning,incremental_v30007,0.6160,-0.0185,"Apply a tiny multiplicative correction that modestly enhances candidates reconstructed in the central detector region and those whose best dijet mass is closest to the W‑boson mass. This leverages known detector performance (best resolution and lowest background in the barrel) and the physics expectation that signal triplets will contain a W‑like dijet pair, providing a systematic but small boost without over‑fitting.","Signal triplets are expected to be centrally produced and to contain a dijet pair with an invariant mass close to the W boson mass (~80.4 GeV). The detector has superior resolution and lower background in the barrel (|η|≈0), so a very small boost for central candidates, together with a modest enhancement for those whose best dijet mass falls within ~10 GeV of the W mass, can improve discrimination while keeping the overall model robust."
91179,Incremental Tuning,inc_tune_20260422_001,0.6160,-0.0185,A modest efficiency gain suggests fine-grained parameter adjustments rather than radical redesign; incremental tuning can capture hidden performance margins.,"Physics systems often exhibit smooth response curves; applying a small exponential decay correction aligns with gradual convergence behavior, preserving stability while nudging the model toward higher efficiency."
91180,Incremental Tuning,incremental_20260422_01,0.6160,-0.0185,"The current champion shows moderate efficiency; a small, systematic adjustment of existing parameters can yield immediate gains without redesigning the architecture.","Fine‑tuning the scaling of interaction terms in the physical model (e.g., adjusting coupling constants) leverages smooth nonlinear sensitivity captured by tanh, leading to higher fidelity predictions with minimal structural changes."
90123,Cross-Component Attention Shift,shift_transformer_20240422_01,0.0000,-0.6345,"The current v30006 score is a handcrafted product of Gaussian priors and simple scaling factors. While it encodes known physics (mass windows, dijet‑mass ratios, eta dependence), it cannot capture higher‑order correlations among jet kinematics, b‑tag scores, and angular separations that are crucial for distinguishing signal triplets from background. A transformer‑style attention module treats the three jets as a set of interacting nodes, learns which pairwise and global features are most informative, and can be trained on labeled MC to automatically optimize the weighting of all observables. This shift replaces the ad‑hoc ratio_factor and eta_factor with a learned, data‑driven attention mechanism while preserving the robust physics‑motivated base_score (mass and pt priors).","In three‑jet resonances (e.g., hadronic top, W/Z+jets, exotic scalars) the signal is characterised not only by a narrow invariant‑mass peak but also by specific angular patterns, colour‑flow correlations, and flavour content (b‑tags). The handcrafted Gaussian terms capture the mass peak but treat the three dijet masses and the η dependence as independent scalars. By casting the jet collection as a graph of three nodes and applying multi‑head attention, the model can learn:

1. **Pairwise synergy** – how a particular dijet mass influences the relevance of the other two masses (e.g., a W‑mass dijet should be paired with a b‑jet for a top candidate).
2. **Angular coherence** – the network can discover optimal ∆R windows and correlations with η that are beyond a simple tanh scaling.
3. **Flavor weighting** – b‑tag scores, quark‑gluon likelihoods, and energy fractions can be automatically up‑ or down‑weighted depending on the physics channel.
4. **Non‑Gaussian tails** – real detector effects produce asymmetric shapes that are poorly modeled by symmetric Gaussians; the attention model can adapt to these shapes directly from data.

Training on simulated signal‑vs‑background samples lets the network encode all these subtle effects while the explicit v30006 base_score preserves analytical interpretability and ensures that the model respects well‑understood mass constraints. This cross‑component attention shift is therefore a physics‑driven, data‑enhanced evolution of the scoring algorithm, expected to raise the signal efficiency at fixed background rejection and thereby improve the overall analysis sensitivity."
91181,Cross-Component Attention Shift,cross_shift_001,0.0000,-0.6345,"The current champion exhibits moderate efficiency, indicating that component interactions are not fully synergistic. Shifting attention across components can re‑balance these interactions, while a non‑linear correction amplifies the benefit without overshooting, leading to a higher overall efficiency.","Drawing from coupled‑oscillator physics, the effective system response grows with the hyperbolic tangent of the logarithmic coupling strength, reflecting a saturating yet positive boost when component attention is redistributed."
90124,Incremental Tuning,mass_spread_corr_20260422_001,0.0000,-0.6345,"The champion already implements a sophisticated scoring pipeline. To respect the incremental tuning paradigm, we introduce only a tiny multiplicative correction that can be dropped in without reshaping any existing component. This keeps the change lightweight, easy to test, and isolates its impact to a single factor applied after the current combined_score.","In a resonant three‑body decay the three dijet invariant masses are expected to be similar, reflecting a common parent particle. Background combinatorics typically produce a larger spread among the pairwise masses. By introducing a small exponential factor that mildly penalises events with a large dijet‑mass σ, we favour signal‑like topologies while preserving the champion's core behaviour."
91182,Incremental Tuning,inc_opt_20260422_01,0.6160,-0.0185,"A modest adjustment to the loss weighting factor will explore a local improvement without destabilizing the training dynamics, aligning with the incremental tuning strategy.","In physics, small perturbations to a system's parameters (e.g., applying a weak external field) allow probing the system's response while preserving its overall structure. Similarly, a slight exponential decay correction nudges the model toward better efficiency without large disruptions."
91183,Incremental Tuning,opt_step_20260422_001,0.6160,-0.0185,"Incremental adjustments allow us to fine‑tune the model without destabilizing existing learned representations, offering a low‑risk path to incremental efficiency gains.","In physics, small perturbative corrections (e.g., renormalization) improve predictions while preserving core structure; similarly, a minor scaling factor refines performance without wholesale redesign."
90125,Cross-Component Attention Shift,cross_attention_shift_v1_20260422,0.0000,-0.6345,"The current champion relies on handcrafted Gaussian priors and simple scaling factors. Those heuristics treat each pair independently and cannot capture higher‑order correlations among the three objects (e.g. angular ordering, momentum sharing). A cross‑component attention architecture treats the triplet as a small graph, learns how each particle (and each pair) should be weighted, and naturally incorporates per‑particle kinematics. This shift introduces a fundamentally new model class that can be trained on simulation to exploit subtle physics patterns, thereby offering a radical improvement over incremental tuning.","In a hadronic top‑quark decay the three jets (or sub‑jets) are not independent: the invariant mass of the W‑boson pair, the angular separation between the b‑jet and the W‑decay products, and the relative pT sharing encode the underlying decay kinematics. A cross‑component attention mechanism can learn to emphasise the most signal‑like pairing while down‑weighting accidental combinatorial backgrounds, without hard‑coding any single decision rule. By coupling the learned embedding with global mass‑and‑pT priors, the model retains the interpretability of the physics‑driven features while gaining the expressive power needed to improve discrimination efficiency."
91184,Incremental Tuning,inc_tune_20260422_001,0.0000,-0.6345,A modest parameter adjustment avoids large disruptions while nudging the system toward higher efficiency.,"Increasing the coupling constant slightly enhances quantum coherence, aligning with the principle of constructive interference in many-body systems."
91185,Incremental Tuning,inc_20260422_001,0.6101,-0.0244,The current champion shows a solid but improvable efficiency; a modest parameter scaling can increase performance while preserving stability.,"In statistical physics a small perturbation of a near‑equilibrium state changes its free energy proportionally to the square‑root of the existing order parameter, suggesting that scaling the score by sqrt(base_score) yields a controlled boost."
91186,Within-Component Innovation,inc_20260422_01,0.0000,-0.6345,"Within-Component Innovation modifies the internal physics model to capture latent non-linear dynamics, offering a direct path to increase efficiency without overhauling the architecture.","Physics insight: applying an exponential scaling based on deviation from a baseline 0.5 reflects the system's tendency to amplify constructive interactions, aligning the optimization with energy conservation principles."
90126,Incremental Tuning,symmetry_factor_v1,0.6160,-0.0185,"We add a tiny, physics‑motivated multiplicative correction to the existing champion score. The change is limited to a single factor, preserving the proven structure while gently biasing toward signal‑like configurations. This qualifies as an Incremental Tuning step.","In a resonant three‑body decay the three pairwise invariant masses are often of comparable magnitude, whereas QCD multijet backgrounds tend to produce one dominant dijet mass and two much smaller ones. Adding a gentle Gaussian suppression for large dijet‑mass asymmetries therefore nudges the ranking toward signal‑like topologies without dramatically reshaping the overall scoring landscape. This physics‑driven tweak is small enough to be an incremental refinement, keeping the proven components of the champion intact."
91187,Incremental Tuning,inc_opt_20260422_001,0.6160,-0.0185,A small refinement of the current parameter set to correct minor inefficiencies while preserving the overall architecture.,Perturbative fine‑tuning of interaction coefficients can reduce excess loss and improve energy transfer efficiency without disrupting the system's symmetry constraints.
90127,Incremental Tuning,cumulative_v30007_spread_factor,0.0000,-0.6345,"A small multiplicative correction that penalizes events with large variance among the three dijet‐mass ratios (ratio_ab, ratio_ac, ratio_bc). The current champion already rewards each ratio being close to the target 0.46, but averaging the three Gaussian terms can mask a single outlier. Adding a spread factor that mildly suppresses events where the ratios differ improves discrimination with only a modest impact on the overall score distribution.","In a genuine three‑jet resonance the three dijet invariant‑mass ratios should be consistent with each other, reflecting a common underlying decay kinematics. Background configurations often produce one ratio that deviates while the others remain near the target. By introducing a spread factor that gently suppresses events with a large variance among the ratios, we tighten the selection on the expected symmetric topology without drastically reshaping the score distribution, yielding a modest but meaningful performance gain."
90128,Incremental Tuning,v30006_refine_finetune01,0.0000,-0.6345,"We apply a modest, physics‑motivated multiplicative correction to the existing champion logic without altering its core structure. This keeps the proven components intact while offering a small boost to events that are simultaneously near the target invariant mass and the target edge variable (w), which are the most signal‑like configurations.","In resonant new‑physics searches the signal concentrates not only around a specific invariant mass but also around a characteristic edge (w) value. By adding a tiny, smooth weight that peaks when both the triplet mass and the closest w are near their expected values, we modestly increase the score for the most signal‑like configurations while leaving the bulk of the event selection untouched. This incremental tweak leverages well‑understood physics without risking over‑fitting."
91188,Incremental Tuning,inc_tune_2026_04_22_001,0.6160,-0.0185,The current champion's efficiency (0.6345) indicates reasonable performance but still leaves room for modest gains. Incremental tuning offers a low‑risk approach to fine‑adjust parameters and improve efficiency without overhauling the architecture.,"In many physical systems, response strengths saturate as driving forces increase; the tanh function captures this saturation, while the logarithmic term introduces diminishing returns as the base score grows, reflecting realistic constraints on performance improvements."
90129,Cross-Component Attention Shift,cross_attn_v001,0.0000,-0.6345,"The current champion builds a scalar score from a set of loosely coupled, hand‑crafted priors (mass, width, ratios, η‑scaling). These factors are multiplied together, which implicitly assumes independence between the observables. In practice, the kinematics of three‑jet resonances exhibit strong, nonlinear correlations (e.g. the invariant masses and angular ratios jointly shape the signal topology). A cross‑component attention mechanism can learn these multidimensional relationships directly from data, providing a richer, data‑driven decision surface while still respecting the physics‑motivated priors as an auxiliary input. This shift from a factorised analytic form to a unified attention‑based architecture constitutes a genuine model‑level innovation.","The three‑jet resonances we aim to tag are defined not only by a narrow invariant‑mass window (≈ 162 GeV) and a preferred dijet width (≈ 80 GeV) but also by correlated angular patterns: when the two sub‑jets forming the resonance are back‑to‑back the other jet tends to be central, and the ratios of the three dijet masses often settle around 0.46. These inter‑dependencies are highly non‑linear and can shift subtly with detector effects or higher‑order QCD radiation. A self‑attention module treats every observable as a token and learns weighted interactions across the full set, automatically discovering the optimal combination of mass‑shape, pt‑scaling, ratio‑symmetry, and η‑dependence. By grounding the model with a small architecture and optionally blending it with the physics‑motivated analytical score, we retain interpretability while unlocking performance gains that a purely factorised formula cannot achieve."
91189,Incremental Tuning,phys_opt_20260422_001,0.6160,-0.0185,"A small adjustment to the learning dynamics is expected to improve efficiency with minimal risk, making incremental tuning the most appropriate next step.","Exponential decay mirrors the damping behavior of a harmonic oscillator, suggesting that gradually reducing the effective step size will smooth convergence and boost overall performance."
90130,Incremental Tuning,incremental_correction_v30007,0.0000,-0.6345,Add a modest multiplicative correction that rewards triplet masses near the true top‑quark mass (≈172 GeV) and slightly penalises very forward top candidates. This leverages well‑known physics of top decays while keeping the change small (<~3 %) so the champion’s core behaviour is preserved.,"Top quarks decay to a W boson (~80 GeV) and a b‑quark, giving a three‑jet system whose invariant mass peaks near the true top mass (~172 GeV). The champion already includes a prior centered at 162 GeV; a mild Gaussian boost around 172 GeV recovers a few percent of signal efficiency, especially for events where the reconstructed mass is slightly shifted. Additionally, detector resolution and acceptance worsen at large pseudorapidity; a tiny η‑dependent penalty reflects this known behaviour. Both tweaks are intentionally small to avoid over‑fitting while nudging the scoring toward regions favored by physics."
91190,Incremental Tuning,inc_tune_20260422_001,0.6160,-0.0185,"Incremental tuning allows fine-grained adjustment to the existing champion's parameters, probing the nearby parameter space for modest efficiency gains while preserving overall system stability.","A small increase in coupling strength corresponds to the first-order term of a perturbative expansion in the governing equations, which can raise the efficiency without destabilizing the system."
91191,Incremental Tuning,opt_inc_20260422_001,0.6160,-0.0185,"The current champion exhibits moderate efficiency; a modest exponential scaling adjustment can nudge the system toward higher performance while preserving stability, making incremental tuning the most prudent next step.","In physical systems, small exponential perturbations often align with natural growth processes and entropy considerations, enabling a controlled exploration of parameter space without large disruptive changes."
90131,Incremental Tuning,incremental_v30112,0.0000,-0.6345,We keep the proven structure of cumulative_v30006 and apply a tiny multiplicative correction that rewards events where the three pairwise invariant masses are close to each other. This is a minimal tweak (incremental) that should improve discrimination without over‑hauling the model.,"In a genuine hadronic top decay the two jets from the W boson reconstruct a mass near 80 GeV, while the third jet (b‑quark) forms larger invariant masses with each of the W‑jets. These three pairwise masses are therefore not arbitrarily spread; a modestly tight spread signals a clean, well‑balanced topology. Adding a gentle exponential factor that rewards low spread provides a physics‑motivated nudge without reshaping the overall decision surface."
91192,Cross-Component Attention Shift,cshift_20260422_001,0.0000,-0.6345,"The current cumulative architecture lacks explicit modeling of inter-component interactions; shifting attention across components can capture emergent correlations analogous to entanglement, likely increasing efficiency.","In quantum many-body systems, non-local entanglement drives collective behavior; integrating cross-component attention mimics this, allowing the model to leverage hidden correlations for better predictive performance."
90132,Cross-Component Attention Shift,shift_attention_20260422_01,0.0000,-0.6345,"The current scoring treats each component (mass priors, ratio factor, eta factor) with fixed analytic forms and simple averaging. By shifting to a cross‑component attention mechanism we let the event topology dynamically dictate which dijet pair contributes most to the discrimination. This provides a more flexible, data‑driven weighting of mass, angular separation, and b‑tag information while preserving the well‑tuned base priors, offering a radical improvement over static hand‑crafted factors.","Physics insight: In resonant three‑jet decays the two‑jet subsystems that originate from a W boson tend to have invariant masses clustered around 80.4 GeV *and* a characteristic angular separation (ΔR) dictated by the boost of the parent. By encoding both mass and ΔR into a pair‑wise quality factor and then letting an attention mechanism weight the three possible dijet combinations, the selector automatically focuses on the pair that best matches the signal hypothesis. Moreover, many signal models (e.g., heavy resonances decaying to a W boson and a b‑quark) produce two genuine b‑jets; a summed b‑tag enrichment term therefore adds discriminating power against light‑flavour QCD backgrounds. This cross‑component attention shift yields a more physically motivated and adaptable scoring metric than the static ratio‑averaging of the previous champion."
91193,Cross-Component Attention Shift,physics_opt_shift_20260422_001,0.6160,-0.0185,"The current model's components are individually optimized but lack coordinated focus. A cross-component attention shift can reallocate representational capacity, encouraging emergent interactions that improve global efficiency.","In physical systems, coupling between subsystems enhances energy transfer when resonant pathways align; similarly, shifting attention across components can create resonant information flow, boosting overall model efficiency."
90133,Cross-Component Attention Shift,cross_attn_20260422_v1,0.0000,-0.6345,"The current champion relies on a set of handcrafted Gaussian priors that treat each component of the jet triplet largely independently (mass, ratio, eta). Top‑quark decays, however, produce strong kinematic correlations among the three jets (invariant masses, ΔR separations, b‑tag information, and sub‑structure). Introducing a cross‑component attention mechanism lets the model learn these correlations directly from data, adaptively weighting the most top‑like configurations and surpassing the limits of fixed analytic forms.","In a t → Wb → (jj)b decay the three jets are not independent: the two light jets reconstruct the W boson (≈80.4 GeV), their vector sum with the b‑jet reconstructs the top mass (≈162 GeV), and the angular separations (ΔR) encode the decay topology. Moreover, b‑tag discriminants strongly differentiate the b‑jet from the light jets. An attention‑based architecture can learn to exploit these inter‑jet patterns, effectively performing a data‑driven reconstruction of the W and top masses while also incorporating sub‑structure and flavor information. This physics‑motivated coupling of kinematic and flavor cues is expected to improve the signal‑background separation beyond the current analytic priors."
91194,Cross-Component Attention Shift,opt20260422_cross_shift,0.0088,-0.6257,"The current cumulative approach achieves moderate efficiency (0.6345). By shifting attention across components, we can re-balance contributions and exploit synergistic interactions that are currently under-utilized, potentially yielding a larger gain than incremental tuning.","Physics models often involve coupled phenomena; adjusting the inter-component attention mirrors the physical coupling, allowing the system to better propagate constraints and conserve quantities across scales."
90134,Incremental Tuning,symmetry_incremental_v001,0.0000,-0.6345,"The current champion already captures the dominant physics cues (mass proximity, ratio priors, η and pₜ scaling). A small, targeted multiplicative correction can add an additional, orthogonal discriminant—mass symmetry among the three dijet pairs—without restructuring the whole scoring pipeline. This qualifies as an incremental tuning step.","In genuine three‑jet resonances (e.g., top quark decays) the two dijet invariant masses originating from the same parent are often comparable. Enforcing a gentle preference for such mass symmetry helps suppress combinatorial background while preserving signal, providing a physics‑motivated boost of up to ~2 % for events where the dijet masses are alike."
91195,Incremental Tuning,inc_tune_20260422_001,0.6160,-0.0185,Incremental Tuning is selected to apply a modest parameter correction that leverages existing model strengths while addressing small inefficiencies uncovered in the current champion's performance.,"A slight logarithmic scaling of the correction mirrors the diminishing returns of reducing friction in a damped oscillator, allowing us to incrementally boost efficiency without destabilizing the system."
91196,Incremental Tuning,opt_step_20260422_001,0.6160,-0.0185,The current champion's efficiency (0.6345) suggests the model is reasonably performant but has room for modest gains; incremental tuning of existing parameters is the safest way to boost performance without introducing instability.,"Physical systems often respond smoothly to small parameter changes, exhibited by tanh-like saturation curves; adjusting coupling strengths modestly can incrementally improve efficiency while preserving overall system dynamics."
91197,Cross-Component Attention Shift,physics_opt_shift_20260422_01,0.6160,-0.0185,"Cross-Component Attention Shift is selected because the current efficiency indicates that some physics sub-modules are under‑leveraged. Redirecting attention toward these components can harmonize their interactions, improve constraint propagation, and raise the overall efficiency.","By shifting model focus to enforce global conservation laws (e.g., momentum and energy) across modules, the system aligns predictions with fundamental physical invariants, leading to more accurate and efficient learning."
91198,Incremental Tuning,incremental_tuning_20260422_001,0.6160,-0.0185,"Given the champion's moderate efficiency (0.6345), a conservative refinement of hyperparameters is likely to improve performance without destabilizing the learned representation, making incremental tuning the most appropriate next step.","A small exponential scaling mirrors the effect of renormalization‑group flow, subtly enhancing the model's capacity to capture emergent physical correlations and thereby boosting overall efficiency."
91199,Incremental Tuning,inc_tuning_20260422_001,0.6160,-0.0185,"Incremental tuning is selected to make a fine, low‑risk adjustment to the current model, leveraging its near‑optimal efficiency while preserving stability and avoiding large disruptive changes.","A small increase in the effective temperature gradient yields an exponential enhancement of particle kinetic energy distribution, which can be captured by an exp‑based correction factor to modestly boost overall efficiency."
91200,Cross-Component Attention Shift,cross_shift_001,0.6160,-0.0185,The current champion exhibits strong intra-component optimization but limited synergy across components. Redirecting effort toward cross-component attention can uncover hidden interactions and improve overall efficiency.,"Physics insight: Harnessing analogs of inter-particle coupling and phase alignment across subsystems can boost collective performance, akin to constructive interference in wave phenomena."
92000,Incremental Tuning,opt_step_20260422_001,0.6160,-0.0185,"Apply a modest 5% increase in the regularization factor and a fine-tuned learning rate shift to coax the model out of a local optimum, aiming for a modest efficiency uplift while preserving stability.","Physics-driven optimization often benefits from gradual perturbations; by slightly adjusting hyperparameters we can probe the nearby efficiency landscape, capturing incremental gains analogous to small parameter tweaks in experimental setups."
92001,Incremental Tuning,opt_inc_tune_20260422_01,0.6160,-0.0185,"Apply a modest 5% increase to the scaling factor of key simulation parameters, allowing the model to capture subtle non-linear interactions that were underrepresented, thereby raising overall efficiency while preserving stability.","In many physics‑based systems, small adjustments to coefficients such as friction, air resistance, or coupling constants can significantly improve the accuracy of energy transfer modeling, which directly enhances the system's computational efficiency."
92002,Incremental Tuning,opt_step_001,0.0000,-0.6345,"Applying a modest correction factor to the current champion's efficiency captures marginal gains from refined hyperparameter adjustments and model regularization, while preserving stability.","Incremental tuning mirrors perturbative approaches in physics, where small parameter tweaks lead to linear, predictable improvements, enabling a controlled increase in model efficiency without disrupting the system's underlying dynamics."
92003,Cross-Component Attention Shift,cumulative_v30006_cross_shift_20260422_01,0.6160,-0.0185,"Shifting attention across model components enables richer inter-component interactions, reducing isolated processing and improving overall predictive coherence.","Complex physical systems exhibit tightly coupled phenomena; enabling cross-component attention aligns with the physics of interaction and energy transfer, offering a path to higher efficiency."
